ShipmentID,Shipment date,Shipment Year,Shipment Month,Shipment Day,Shipment Mode,Shipment Days - Scheduled,Delay Shipment
4523,2017-11-09,2017,11,9,Standard Class,4,Late
4524,2017-10-07,2017,10,7,Standard Class,4,On time
4525,2017-10-09,2017,10,9,Same Day,3,Late
4526,2017-10-05,2017,10,5,First Class,1,On time
4527,2017-10-08,2017,10,8,Standard Class,4,On time
4528,2017-10-11,2017,10,11,Second Class,2,Late
4529,2017-10-09,2017,10,9,Standard Class,4,On time
4530,2017-10-14,2017,10,14,Standard Class,4,On time
4531,2017-10-15,2017,10,15,First Class,1,Late
4532,2017-10-16,2017,10,16,Standard Class,4,On time
4533,2017-10-21,2017,10,21,Standard Class,4,Late
4534,2017-10-19,2017,10,19,Standard Class,4,On time
4535,2017-10-19,2017,10,19,First Class,1,Late
4536,2017-11-05,2017,11,5,Standard Class,4,On time
4537,2017-11-09,2017,11,9,Second Class,2,Late
4538,2017-11-11,2017,11,11,Standard Class,4,Late
4539,2017-11-07,2017,11,7,Standard Class,4,On time
4540,2017-11-09,2017,11,9,Standard Class,4,On time
4541,2017-11-08,2017,11,8,Second Class,2,On time
4542,2017-11-11,2017,11,11,Second Class,2,Late
4543,2017-11-12,2017,11,12,Second Class,2,On time
4544,2017-11-14,2017,11,14,Standard Class,4,On time
4545,2017-11-12,2017,11,12,Standard Class,4,On time
4546,2017-11-16,2017,11,16,Second Class,2,Late
4547,2017-10-17,2017,10,17,Second Class,2,Late
4548,2015-06-04,2015,6,4,First Class,1,Late
4549,2015-06-11,2015,6,11,Second Class,2,Late
4550,2015-08-20,2015,8,20,First Class,1,On time
4551,2015-09-04,2015,9,4,First Class,1,Late
4552,2015-09-23,2015,9,23,Second Class,2,On time
4553,2017-06-27,2017,6,27,Second Class,2,On time
4554,2017-06-27,2017,6,27,First Class,1,On time
4555,2017-11-04,2017,11,4,Standard Class,4,On time
4556,2017-11-01,2017,11,1,Standard Class,4,On time
4557,2017-11-02,2017,11,2,Standard Class,4,On time
4558,2017-11-06,2017,11,6,Standard Class,4,On time
4559,2017-11-08,2017,11,8,Standard Class,4,Late
4560,2017-10-06,2017,10,6,Standard Class,4,On time
4561,2017-10-10,2017,10,10,Standard Class,4,On time
4562,2017-10-13,2017,10,13,Standard Class,4,Late
4563,2017-10-12,2017,10,12,Second Class,2,Late
4564,2017-10-19,2017,10,19,Second Class,2,On time
4565,2017-10-21,2017,10,21,Standard Class,4,On time
4566,2017-10-22,2017,10,22,Standard Class,4,On time
4567,2017-10-26,2017,10,26,First Class,1,Late
4568,2017-10-23,2017,10,23,Second Class,2,On time
4569,2017-10-31,2017,10,31,Standard Class,4,On time
4570,2015-10-22,2015,10,22,Second Class,2,Late
4571,2015-06-09,2015,6,9,Second Class,2,On time
4572,2015-07-27,2015,7,27,Same Day,3,On time
4573,2015-07-31,2015,7,31,Same Day,3,Late
4574,2015-08-29,2015,8,29,Standard Class,4,Late
4575,2015-08-30,2015,8,30,Standard Class,4,Late
4576,2015-09-07,2015,9,7,Second Class,2,On time
4577,2017-08-07,2017,8,7,Second Class,2,Late
4578,2017-08-06,2017,8,6,Same Day,3,On time
4579,2017-08-20,2017,8,20,Same Day,3,Late
4580,2017-08-27,2017,8,27,Second Class,2,Late
4581,2017-08-31,2017,8,31,Second Class,2,Late
4582,2017-11-05,2017,11,5,Same Day,3,On time
4583,2017-11-03,2017,11,3,Standard Class,4,On time
4584,2017-11-08,2017,11,8,Standard Class,4,On time
4585,2017-11-13,2017,11,13,Standard Class,4,Late
4586,2017-11-15,2017,11,15,Standard Class,4,Late
4587,2017-10-31,2017,10,31,Standard Class,4,Late
4588,2017-10-11,2017,10,11,Standard Class,4,On time
4589,2017-10-12,2017,10,12,Standard Class,4,On time
4590,2017-10-13,2017,10,13,Standard Class,4,On time
4591,2017-10-16,2017,10,16,Second Class,2,On time
4592,2017-10-15,2017,10,15,Standard Class,4,On time
4593,2017-10-17,2017,10,17,First Class,1,On time
4594,2017-10-15,2017,10,15,Same Day,3,On time
4595,2017-10-24,2017,10,24,First Class,1,On time
4596,2017-10-23,2017,10,23,Standard Class,4,On time
4597,2017-10-24,2017,10,24,Second Class,2,On time
4598,2017-10-25,2017,10,25,Standard Class,4,On time
4599,2017-10-26,2017,10,26,Standard Class,4,On time
4600,2017-10-27,2017,10,27,Standard Class,4,On time
4601,2017-11-01,2017,11,1,Standard Class,4,Late
4602,2017-11-03,2017,11,3,First Class,1,Late
4603,2017-11-04,2017,11,4,Second Class,2,Late
4604,2017-11-05,2017,11,5,Standard Class,4,Late
4605,2017-11-10,2017,11,10,First Class,1,Late
4606,2017-11-06,2017,11,6,Standard Class,4,Late
4607,2017-11-07,2017,11,7,Standard Class,4,Late
4608,2017-11-07,2017,11,7,First Class,1,Late
4609,2017-11-08,2017,11,8,Second Class,2,Late
4610,2017-11-11,2017,11,11,First Class,1,Late
4611,2017-11-13,2017,11,13,Second Class,2,Late
4612,2017-11-14,2017,11,14,First Class,1,Late
4613,2017-11-14,2017,11,14,Standard Class,4,Late
4614,2015-06-02,2015,6,2,Second Class,2,On time
4615,2015-08-09,2015,8,9,Same Day,3,On time
4616,2015-08-15,2015,8,15,Same Day,3,On time
4617,2015-08-19,2015,8,19,First Class,1,On time
4618,2017-06-29,2017,6,29,Second Class,2,On time
4619,2017-07-01,2017,7,1,First Class,1,On time
4620,2017-08-03,2017,8,3,First Class,1,On time
4621,2017-08-24,2017,8,24,First Class,1,On time
4622,2017-09-04,2017,9,4,Second Class,2,On time
4623,2017-09-11,2017,9,11,First Class,1,On time
4624,2017-09-24,2017,9,24,Standard Class,4,On time
4625,2017-09-26,2017,9,26,Standard Class,4,On time
4626,2017-09-29,2017,9,29,Standard Class,4,On time
4627,2017-10-04,2017,10,4,Standard Class,4,On time
4628,2017-10-16,2017,10,16,Same Day,3,Late
4629,2017-10-18,2017,10,18,First Class,1,Late
4630,2017-10-18,2017,10,18,Second Class,2,Late
4631,2017-10-19,2017,10,19,Standard Class,4,Late
4632,2017-10-20,2017,10,20,Standard Class,4,Late
4633,2017-10-23,2017,10,23,Same Day,3,Late
4634,2017-10-20,2017,10,20,First Class,1,Late
4635,2017-10-24,2017,10,24,Same Day,3,Late
4636,2017-10-25,2017,10,25,Second Class,2,Late
4637,2017-10-25,2017,10,25,Standard Class,4,Late
4638,2017-10-23,2017,10,23,Standard Class,4,Late
4639,2017-10-22,2017,10,22,Standard Class,4,Late
4640,2017-10-27,2017,10,27,Same Day,3,On time
4641,2017-10-30,2017,10,30,Standard Class,4,On time
4642,2017-10-29,2017,10,29,Standard Class,4,On time
4643,2017-10-31,2017,10,31,Second Class,2,On time
4644,2017-06-27,2017,6,27,First Class,1,Late
4645,2017-10-09,2017,10,9,Second Class,2,On time
4646,2017-10-10,2017,10,10,First Class,1,On time
4647,2017-10-16,2017,10,16,First Class,1,On time
4648,2017-10-15,2017,10,15,First Class,1,On time
4649,2017-10-17,2017,10,17,Second Class,2,On time
4650,2017-10-18,2017,10,18,First Class,1,On time
4651,2017-10-20,2017,10,20,First Class,1,On time
4652,2017-11-04,2017,11,4,Standard Class,4,Late
4653,2017-11-02,2017,11,2,Standard Class,4,Late
4654,2017-11-03,2017,11,3,Standard Class,4,Late
4655,2017-11-10,2017,11,10,Standard Class,4,Late
4656,2017-10-06,2017,10,6,First Class,1,Late
4657,2017-11-04,2017,11,4,Second Class,2,On time
4658,2017-11-06,2017,11,6,Second Class,2,Late
4659,2017-11-10,2017,11,10,Second Class,2,On time
4660,2017-11-16,2017,11,16,Standard Class,4,Late
4661,2017-10-11,2017,10,11,First Class,1,Late
4662,2017-10-14,2017,10,14,Second Class,2,On time
4663,2017-10-20,2017,10,20,Standard Class,4,On time
4664,2017-11-10,2017,11,10,Second Class,2,Late
4665,2017-11-06,2017,11,6,Same Day,3,On time
4666,2017-11-13,2017,11,13,Standard Class,4,On time
4667,2017-10-11,2017,10,11,Second Class,2,On time
4668,2017-10-15,2017,10,15,Standard Class,4,Late
4669,2017-10-14,2017,10,14,First Class,1,Late
4670,2017-10-16,2017,10,16,First Class,1,Late
4671,2017-10-17,2017,10,17,First Class,1,Late
4672,2017-10-18,2017,10,18,Standard Class,4,On time
4673,2017-11-04,2017,11,4,First Class,1,Late
4674,2017-11-07,2017,11,7,Second Class,2,Late
4675,2017-11-11,2017,11,11,Standard Class,4,On time
4676,2017-11-10,2017,11,10,Standard Class,4,On time
4677,2015-07-05,2015,7,5,Second Class,2,Late
4678,2015-09-02,2015,9,2,Same Day,3,On time
4679,2015-09-05,2015,9,5,First Class,1,Late
4680,2015-09-21,2015,9,21,Second Class,2,Late
4681,2015-09-27,2015,9,27,First Class,1,Late
4682,2017-07-18,2017,7,18,Second Class,2,Late
4683,2017-10-15,2017,10,15,Second Class,2,On time
4684,2017-10-07,2017,10,7,Second Class,2,On time
4685,2017-10-09,2017,10,9,Second Class,2,Late
4686,2017-10-17,2017,10,17,Standard Class,4,On time
4687,2017-10-18,2017,10,18,Same Day,3,On time
4688,2015-07-18,2015,7,18,Second Class,2,On time
4689,2015-08-28,2015,8,28,Same Day,3,On time
4690,2015-09-14,2015,9,14,First Class,1,On time
4691,2015-09-16,2015,9,16,Second Class,2,On time
4692,2015-09-16,2015,9,16,Same Day,3,On time
4693,2017-07-20,2017,7,20,First Class,1,On time
4694,2017-07-02,2017,7,2,First Class,1,On time
4695,2017-07-04,2017,7,4,Same Day,3,On time
4696,2017-07-19,2017,7,19,First Class,1,On time
4697,2017-09-24,2017,9,24,First Class,1,Late
4698,2017-11-02,2017,11,2,Second Class,2,Late
4699,2017-11-08,2017,11,8,First Class,1,Late
4700,2017-11-09,2017,11,9,First Class,1,Late
4701,2017-11-12,2017,11,12,Second Class,2,Late
4702,2017-10-08,2017,10,8,Same Day,3,Late
4703,2017-10-12,2017,10,12,First Class,1,Late
4704,2017-10-12,2017,10,12,Standard Class,4,Late
4705,2017-10-16,2017,10,16,Second Class,2,Late
4706,2017-10-13,2017,10,13,First Class,1,Late
4707,2017-10-16,2017,10,16,Standard Class,4,Late
4708,2017-10-18,2017,10,18,Same Day,3,Late
4709,2017-10-18,2017,10,18,Standard Class,4,Late
4710,2017-10-17,2017,10,17,Standard Class,4,Late
4711,2017-10-23,2017,10,23,Second Class,2,Late
4712,2017-10-20,2017,10,20,Second Class,2,Late
4713,2017-10-26,2017,10,26,Standard Class,4,Late
4714,2017-10-24,2017,10,24,First Class,1,Late
4715,2017-10-23,2017,10,23,First Class,1,Late
4716,2017-10-27,2017,10,27,Same Day,3,Late
4717,2017-10-27,2017,10,27,Second Class,2,Late
4718,2015-10-14,2015,10,14,First Class,1,On time
4719,2015-10-16,2015,10,16,First Class,1,On time
4720,2017-10-03,2017,10,3,Second Class,2,On time
4721,2017-10-08,2017,10,8,First Class,1,On time
4722,2017-10-10,2017,10,10,Second Class,2,On time
4723,2017-10-31,2017,10,31,First Class,1,Late
4724,2017-10-27,2017,10,27,First Class,1,On time
4725,2017-10-30,2017,10,30,First Class,1,Late
4726,2017-10-30,2017,10,30,Same Day,3,On time
4727,2017-10-30,2017,10,30,First Class,1,On time
4728,2017-11-12,2017,11,12,Standard Class,4,Late
4729,2017-11-16,2017,11,16,First Class,1,On time
4730,2017-11-19,2017,11,19,Second Class,2,On time
4731,2017-11-20,2017,11,20,Standard Class,4,On time
4732,2017-11-23,2017,11,23,Standard Class,4,On time
4733,2017-11-21,2017,11,21,Standard Class,4,On time
4734,2017-11-26,2017,11,26,Standard Class,4,On time
4735,2017-11-25,2017,11,25,Standard Class,4,On time
4736,2017-11-27,2017,11,27,Standard Class,4,On time
4737,2017-11-24,2017,11,24,Standard Class,4,On time
4738,2017-11-30,2017,11,30,Standard Class,4,On time
4739,2017-11-29,2017,11,29,Standard Class,4,On time
4740,2017-11-28,2017,11,28,Standard Class,4,Late
4741,2015-12-31,2015,12,31,Second Class,2,On time
4742,2017-12-03,2017,12,3,Standard Class,4,On time
4743,2017-12-08,2017,12,8,Standard Class,4,On time
4744,2017-12-08,2017,12,8,First Class,1,On time
4745,2017-12-10,2017,12,10,Standard Class,4,On time
4746,2017-12-11,2017,12,11,Standard Class,4,Late
4747,2017-12-15,2017,12,15,Standard Class,4,Late
4748,2017-12-15,2017,12,15,Second Class,2,Late
4749,2017-12-18,2017,12,18,Second Class,2,Late
4750,2017-12-16,2017,12,16,Standard Class,4,On time
4751,2017-12-17,2017,12,17,Standard Class,4,On time
4752,2017-12-19,2017,12,19,Standard Class,4,Late
4753,2017-12-21,2017,12,21,Second Class,2,On time
4754,2017-12-25,2017,12,25,Standard Class,4,On time
4755,2017-12-26,2017,12,26,Standard Class,4,Late
4756,2017-12-24,2017,12,24,Standard Class,4,On time
4757,2017-12-23,2017,12,23,Second Class,2,On time
4758,2017-12-23,2017,12,23,Standard Class,4,On time
4759,2017-12-27,2017,12,27,Second Class,2,Late
4760,2017-12-30,2017,12,30,Second Class,2,Late
4761,2017-12-30,2017,12,30,Standard Class,4,On time
4762,2017-12-29,2017,12,29,First Class,1,On time
4763,2017-12-27,2017,12,27,Standard Class,4,On time
4764,2017-12-28,2017,12,28,Standard Class,4,On time
4765,2017-12-31,2017,12,31,Same Day,3,Late
4766,2015-12-11,2015,12,11,Second Class,2,On time
4767,2016-02-22,2016,2,22,Same Day,3,On time
4768,2017-11-22,2017,11,22,Second Class,2,On time
4769,2017-11-23,2017,11,23,First Class,1,On time
4770,2017-11-29,2017,11,29,First Class,1,On time
4771,2017-12-14,2017,12,14,Second Class,2,On time
4772,2017-12-15,2017,12,15,Second Class,2,On time
4773,2017-12-14,2017,12,14,Second Class,2,Late
4774,2017-12-19,2017,12,19,Second Class,2,Late
4775,2017-12-21,2017,12,21,Second Class,2,Late
4776,2017-11-25,2017,11,25,Standard Class,4,Late
4777,2017-11-28,2017,11,28,Standard Class,4,On time
4778,2017-12-03,2017,12,3,Standard Class,4,Late
4779,2017-12-02,2017,12,2,Standard Class,4,On time
4780,2017-12-04,2017,12,4,Standard Class,4,On time
4781,2017-01-10,2017,1,10,Second Class,2,On time
4782,2016-09-14,2016,9,14,Same Day,3,On time
4783,2016-09-20,2016,9,20,Second Class,2,Late
4784,2016-09-29,2016,9,29,Second Class,2,On time
4785,2016-02-21,2016,2,21,Same Day,3,On time
4786,2016-10-10,2016,10,10,First Class,1,Late
4787,2017-12-12,2017,12,12,Standard Class,4,Late
4788,2017-11-26,2017,11,26,Second Class,2,Late
4789,2017-11-27,2017,11,27,Standard Class,4,Late
4790,2017-12-06,2017,12,6,Standard Class,4,Late
4791,2016-01-09,2016,1,9,Standard Class,4,Late
4792,2016-02-09,2016,2,9,Second Class,2,On time
4793,2017-12-06,2017,12,6,Second Class,2,On time
4794,2017-12-06,2017,12,6,Standard Class,4,On time
4795,2017-12-11,2017,12,11,Second Class,2,On time
4796,2016-02-25,2016,2,25,Same Day,3,On time
4797,2017-11-15,2017,11,15,Standard Class,4,On time
4798,2017-11-18,2017,11,18,First Class,1,On time
4799,2017-11-19,2017,11,19,First Class,1,On time
4800,2017-11-16,2017,11,16,Standard Class,4,On time
4801,2017-11-17,2017,11,17,Second Class,2,On time
4802,2017-11-22,2017,11,22,First Class,1,Late
4803,2017-11-18,2017,11,18,First Class,1,Late
4804,2017-11-21,2017,11,21,Standard Class,4,Late
4805,2017-11-23,2017,11,23,Second Class,2,Late
4806,2017-11-23,2017,11,23,First Class,1,Late
4807,2017-11-26,2017,11,26,Standard Class,4,Late
4808,2017-11-28,2017,11,28,Second Class,2,Late
4809,2017-11-29,2017,11,29,Second Class,2,Late
4810,2015-12-06,2015,12,6,Second Class,2,On time
4811,2017-12-04,2017,12,4,First Class,1,On time
4812,2017-12-02,2017,12,2,Second Class,2,On time
4813,2017-12-03,2017,12,3,First Class,1,On time
4814,2017-12-11,2017,12,11,First Class,1,On time
4815,2017-12-15,2017,12,15,First Class,1,On time
4816,2017-12-19,2017,12,19,Second Class,2,On time
4817,2017-12-17,2017,12,17,Same Day,3,On time
4818,2017-12-22,2017,12,22,First Class,1,On time
4819,2017-12-23,2017,12,23,First Class,1,On time
4820,2017-12-28,2017,12,28,Second Class,2,On time
4821,2017-12-27,2017,12,27,Second Class,2,On time
4822,2017-12-29,2017,12,29,Second Class,2,Late
4823,2017-12-31,2017,12,31,First Class,1,Late
4824,2017-12-05,2017,12,5,Standard Class,4,On time
4825,2017-12-13,2017,12,13,Standard Class,4,On time
4826,2017-12-14,2017,12,14,Standard Class,4,On time
4827,2017-12-15,2017,12,15,Standard Class,4,On time
4828,2017-12-20,2017,12,20,Standard Class,4,On time
4829,2017-12-21,2017,12,21,Standard Class,4,On time
4830,2017-12-18,2017,12,18,Standard Class,4,On time
4831,2017-12-29,2017,12,29,Standard Class,4,On time
4832,2016-01-22,2016,1,22,Second Class,2,On time
4833,2016-01-25,2016,1,25,Same Day,3,On time
4834,2016-01-29,2016,1,29,First Class,1,On time
4835,2017-12-07,2017,12,7,First Class,1,On time
4836,2017-12-16,2017,12,16,First Class,1,Late
4837,2017-12-16,2017,12,16,Second Class,2,On time
4838,2017-12-30,2017,12,30,First Class,1,Late
4839,2017-12-28,2017,12,28,First Class,1,Late
4840,2016-01-26,2016,1,26,First Class,1,On time
4841,2017-12-03,2017,12,3,Same Day,3,On time
4842,2017-12-04,2017,12,4,Second Class,2,On time
4843,2017-12-12,2017,12,12,First Class,1,Late
4844,2017-12-15,2017,12,15,Same Day,3,On time
4845,2017-12-21,2017,12,21,Standard Class,4,Late
4846,2017-12-16,2017,12,16,Same Day,3,On time
4847,2016-01-16,2016,1,16,Same Day,3,On time
4848,2016-02-19,2016,2,19,First Class,1,Late
4849,2016-03-02,2016,3,2,Same Day,3,On time
4850,2016-03-04,2016,3,4,First Class,1,On time
4851,2017-11-15,2017,11,15,First Class,1,On time
4852,2017-11-28,2017,11,28,Same Day,3,On time
4853,2017-12-02,2017,12,2,First Class,1,Late
4854,2017-12-09,2017,12,9,Second Class,2,On time
4855,2017-12-14,2017,12,14,First Class,1,Late
4856,2017-12-23,2017,12,23,Standard Class,4,Late
4857,2017-12-19,2017,12,19,Standard Class,4,On time
4858,2017-12-22,2017,12,22,Standard Class,4,Late
4859,2017-11-18,2017,11,18,Standard Class,4,Late
4860,2017-11-20,2017,11,20,Second Class,2,Late
4861,2017-12-17,2017,12,17,Standard Class,4,Late
4862,2017-12-17,2017,12,17,Second Class,2,On time
4863,2016-02-23,2016,2,23,Second Class,2,Late
4864,2016-02-21,2016,2,21,Second Class,2,Late
4865,2017-11-17,2017,11,17,First Class,1,Late
4866,2017-11-19,2017,11,19,Second Class,2,Late
4867,2017-11-22,2017,11,22,Second Class,2,Late
4868,2017-12-01,2017,12,1,Standard Class,4,On time
4869,2017-12-09,2017,12,9,Standard Class,4,On time
4870,2017-12-12,2017,12,12,Standard Class,4,On time
4871,2017-12-26,2017,12,26,Same Day,3,Late
4872,2017-12-22,2017,12,22,Same Day,3,On time
4873,2017-12-21,2017,12,21,Same Day,3,On time
4874,2017-12-26,2017,12,26,Standard Class,4,On time
4875,2017-12-27,2017,12,27,First Class,1,On time
4876,2016-01-09,2016,1,9,Second Class,2,On time
4877,2017-11-17,2017,11,17,Second Class,2,Late
4878,2017-11-18,2017,11,18,Second Class,2,Late
4879,2017-11-21,2017,11,21,Same Day,3,Late
4880,2017-11-21,2017,11,21,Second Class,2,On time
4881,2017-12-07,2017,12,7,Standard Class,4,On time
4882,2017-12-27,2017,12,27,Standard Class,4,Late
4883,2017-11-18,2017,11,18,Standard Class,4,On time
4884,2017-11-20,2017,11,20,Standard Class,4,Late
4885,2017-12-08,2017,12,8,Standard Class,4,Late
4886,2017-12-06,2017,12,6,Second Class,2,Late
4887,2017-12-09,2017,12,9,Same Day,3,On time
4888,2017-12-11,2017,12,11,First Class,1,Late
4889,2017-12-20,2017,12,20,Standard Class,4,Late
4890,2017-11-17,2017,11,17,Standard Class,4,Late
4891,2017-11-12,2017,11,12,Same Day,3,On time
4892,2017-12-02,2017,12,2,Same Day,3,On time
4893,2017-12-03,2017,12,3,First Class,1,Late
4894,2017-11-13,2017,11,13,Second Class,2,On time
4895,2017-11-13,2017,11,13,First Class,1,Late
4896,2017-12-04,2017,12,4,First Class,1,Late
4897,2017-12-18,2017,12,18,Second Class,2,On time
4898,2015-11-30,2015,11,30,Standard Class,4,Late
4899,2015-12-27,2015,12,27,Standard Class,4,On time
4900,2017-12-24,2017,12,24,Standard Class,4,Late
4901,2017-11-20,2017,11,20,Second Class,2,On time
4902,2017-12-17,2017,12,17,First Class,1,Late
4903,2017-12-22,2017,12,22,First Class,1,Late
4904,2017-12-22,2017,12,22,Standard Class,4,On time
4905,2017-12-24,2017,12,24,Second Class,2,On time
4906,2017-12-28,2017,12,28,Standard Class,4,Late
4907,2016-01-07,2016,1,7,Same Day,3,Late
4908,2017-12-03,2017,12,3,Second Class,2,Late
4909,2017-12-05,2017,12,5,Standard Class,4,Late
4910,2017-12-04,2017,12,4,Second Class,2,Late
4911,2017-12-16,2017,12,16,First Class,1,On time
4912,2016-08-06,2016,8,6,Second Class,2,On time
4913,2017-08-19,2017,8,19,First Class,1,Late
4914,2015-09-02,2015,9,2,Standard Class,4,Late
4915,2015-09-15,2015,9,15,Standard Class,4,Late
4916,2015-10-21,2015,10,21,Standard Class,4,Late
4917,2016-07-20,2016,7,20,Standard Class,4,Late
4918,2016-10-14,2016,10,14,Standard Class,4,Late
4919,2015-04-28,2015,4,28,Second Class,2,On time
4920,2015-12-10,2015,12,10,Same Day,3,Late
4921,2016-06-21,2016,6,21,Second Class,2,On time
4922,2016-07-14,2016,7,14,Same Day,3,On time
4923,2016-08-04,2016,8,4,Second Class,2,Late
4924,2017-09-02,2017,9,2,Second Class,2,On time
4925,2015-05-17,2015,5,17,Second Class,2,Late
4926,2015-12-11,2015,12,11,First Class,1,Late
4927,2016-07-21,2016,7,21,Second Class,2,On time
4928,2017-09-13,2017,9,13,Standard Class,4,Late
4929,2015-03-03,2015,3,3,Standard Class,4,Late
4930,2015-11-20,2015,11,20,Standard Class,4,Late
4931,2017-02-04,2017,2,4,Standard Class,4,On time
4932,2016-12-13,2016,12,13,Same Day,3,On time
4933,2015-06-08,2015,6,8,Second Class,2,Late
4934,2015-07-30,2015,7,30,Same Day,3,Late
4935,2015-08-18,2015,8,18,Second Class,2,Late
4936,2015-08-20,2015,8,20,Second Class,2,Late
4937,2015-09-03,2015,9,3,Same Day,3,Late
4938,2015-10-31,2015,10,31,Second Class,2,On time
4939,2015-12-22,2015,12,22,Second Class,2,On time
4940,2016-02-28,2016,2,28,Same Day,3,Late
4941,2016-04-02,2016,4,2,Same Day,3,Late
4942,2016-09-09,2016,9,9,Same Day,3,Late
4943,2016-11-01,2016,11,1,Same Day,3,Late
4944,2017-01-11,2017,1,11,First Class,1,Late
4945,2017-08-26,2017,8,26,First Class,1,Late
4946,2015-03-26,2015,3,26,Second Class,2,Late
4947,2015-04-01,2015,4,1,First Class,1,Late
4948,2017-06-03,2017,6,3,Standard Class,4,On time
4949,2016-02-06,2016,2,6,Standard Class,4,Late
4950,2016-09-19,2016,9,19,Standard Class,4,On time
4951,2016-12-11,2016,12,11,Standard Class,4,On time
4952,2016-07-27,2016,7,27,Same Day,3,On time
4953,2016-07-29,2016,7,29,Same Day,3,On time
4954,2015-09-15,2015,9,15,Second Class,2,Late
4955,2017-09-25,2017,9,25,Second Class,2,Late
4956,2016-07-03,2016,7,3,First Class,1,Late
4957,2017-02-27,2017,2,27,First Class,1,Late
4958,2017-05-03,2017,5,3,First Class,1,Late
4959,2017-06-29,2017,6,29,First Class,1,Late
4960,2015-03-19,2015,3,19,Second Class,2,Late
4961,2015-05-22,2015,5,22,Second Class,2,Late
4962,2015-11-22,2015,11,22,Second Class,2,Late
4963,2016-03-20,2016,3,20,Second Class,2,Late
4964,2017-06-24,2017,6,24,Second Class,2,Late
4965,2016-07-06,2016,7,6,Same Day,3,On time
4966,2015-07-14,2015,7,14,First Class,1,Late
4967,2015-02-01,2015,2,1,Standard Class,4,Late
4968,2015-04-08,2015,4,8,Standard Class,4,Late
4969,2016-09-14,2016,9,14,Standard Class,4,On time
4970,2015-07-02,2015,7,2,Standard Class,4,Late
4971,2017-05-30,2017,5,30,Standard Class,4,On time
4972,2017-05-15,2017,5,15,Standard Class,4,Late
4973,2015-04-07,2015,4,7,Second Class,2,Late
4974,2015-06-14,2015,6,14,Second Class,2,Late
4975,2015-09-29,2015,9,29,Second Class,2,Late
4976,2015-10-21,2015,10,21,Second Class,2,Late
4977,2015-11-04,2015,11,4,Second Class,2,Late
4978,2016-05-19,2016,5,19,Second Class,2,Late
4979,2016-06-18,2016,6,18,Second Class,2,Late
4980,2016-07-08,2016,7,8,Second Class,2,Late
4981,2015-12-22,2015,12,22,Second Class,2,Late
4982,2015-02-27,2015,2,27,Second Class,2,Late
4983,2015-10-04,2015,10,4,Second Class,2,Late
4984,2016-09-13,2016,9,13,Second Class,2,Late
4985,2017-01-15,2017,1,15,Second Class,2,Late
4986,2015-04-22,2015,4,22,Same Day,3,On time
4987,2015-07-23,2015,7,23,Same Day,3,On time
4988,2015-07-31,2015,7,31,Same Day,3,On time
4989,2016-04-14,2016,4,14,Same Day,3,On time
4990,2016-06-27,2016,6,27,Same Day,3,On time
4991,2016-10-29,2016,10,29,Same Day,3,On time
4992,2016-12-16,2016,12,16,Same Day,3,On time
4993,2017-01-03,2017,1,3,Same Day,3,On time
4994,2017-02-04,2017,2,4,Same Day,3,On time
4995,2017-03-06,2017,3,6,Same Day,3,On time
4996,2016-05-10,2016,5,10,First Class,1,Late
4997,2017-09-08,2017,9,8,First Class,1,Late
4998,2017-01-04,2017,1,4,Standard Class,4,On time
4999,2016-10-14,2016,10,14,Standard Class,4,On time
5000,2015-12-28,2015,12,28,Standard Class,4,On time
5001,2016-02-18,2016,2,18,Standard Class,4,On time
5002,2016-03-29,2016,3,29,Standard Class,4,On time
5003,2015-07-11,2015,7,11,Standard Class,4,Late
5004,2017-02-12,2017,2,12,Standard Class,4,On time
5005,2015-03-04,2015,3,4,Standard Class,4,Late
5006,2016-11-04,2016,11,4,Standard Class,4,Late
5007,2015-03-11,2015,3,11,Standard Class,4,On time
5008,2017-04-05,2017,4,5,Standard Class,4,Late
5009,2016-08-12,2016,8,12,Standard Class,4,On time
5010,2017-05-27,2017,5,27,Standard Class,4,Late
5011,2015-01-29,2015,1,29,Second Class,2,On time
5012,2015-02-26,2015,2,26,Second Class,2,Late
5013,2015-03-24,2015,3,24,Second Class,2,Late
5014,2015-12-28,2015,12,28,Second Class,2,Late
5015,2016-03-25,2016,3,25,Second Class,2,Late
5016,2016-09-24,2016,9,24,Second Class,2,Late
5017,2016-09-22,2016,9,22,Second Class,2,Late
5018,2017-09-18,2017,9,18,Same Day,3,Late
5019,2016-05-06,2016,5,6,Second Class,2,On time
5020,2015-03-27,2015,3,27,First Class,1,Late
5021,2015-10-01,2015,10,1,First Class,1,Late
5022,2015-10-09,2015,10,9,First Class,1,Late
5023,2015-10-28,2015,10,28,First Class,1,Late
5024,2016-02-18,2016,2,18,First Class,1,Late
5025,2017-09-29,2017,9,29,First Class,1,Late
5026,2017-10-02,2017,10,2,First Class,1,Late
5027,2015-07-29,2015,7,29,First Class,1,Late
5028,2016-01-26,2016,1,26,First Class,1,Late
5029,2015-02-02,2015,2,2,Second Class,2,On time
5030,2017-01-01,2017,1,1,Second Class,2,On time
5031,2015-01-27,2015,1,27,Same Day,3,On time
5032,2015-02-16,2015,2,16,Second Class,2,Late
5033,2016-02-16,2016,2,16,Second Class,2,Late
5034,2015-01-10,2015,1,10,Standard Class,4,Late
5035,2015-09-20,2015,9,20,Same Day,3,On time
